value,designator,barcode,,mean,0.028377573,,,,
0.0288,U3_1,"	M0540064PI27407902U",,,,,,,
0.0257,U3_1,"	M0540064PI27407902N",,,,,,,
0.0283,U3_1,"	M0540064PI27407901X",,,,,,,
0.0263,U3_1,"	M0540064PI27407901W",,,,,,,
0.0285,U3_1,"	M0540064PI274079028",,,,,,,
0.0276,U3_1,"	M0540064PI27407901V",,,,,,,
0.0285,U3_1,"	M0540064PI274079019",,,,,,,
0.0272,U3_1,"	M0540064PI27407901M",,,,,,,
0.028,U3_1,"	M0540064PI27407901P",,,,,,,
0.0289,U3_1,"	M0540064PI27407901U",,,,,,,
0.0268,U3_1,"	M0540064PI274079020",,,,,,,
0.0272,U3_1,"	M0540064PI27407900S",,,,,,,
0.0274,U3_1,"	M0540064PI27407900V",,,,,,,
0.0278,U3_1,"	M0540064PI27407901L",,,,,,,
0.0283,U3_1,"	M0540064PI274079023",,,,,,,
0.0283,U3_1,"	M0540064PI27407901N",,,,,,,
0.0279,U3_1,"	M0540064PI27407901J",,,,,,,
0.0271,U3_1,"	M0540064PI27407901R",,,,,,,
0.0274,U3_1,"	M0540064PI27407902T",,,,,,,
0.0269,U3_1,"	M0540064PI274079025",,,,,,,
0.0255,U3_1,"	M0540064PI27407902S",,,,,,,
0.0289,U3_1,"	M0540064PI27407902M",,,,,,,
0.0261,U3_1,"	M0540064PI27407904D",,,,,,,
0.0258,U3_1,"	M0540064PI27407903Z",,,,,,,
0.0268,U3_1,"	M0540064PI274079029",,,,,,,
0.0283,U3_1,"	M0540064PI27407901C",,,,,,,
0.027,U3_1,"	M0540064PI274079036",,,,,,,
0.0279,U3_1,"	M0540064PI274079049",,,,,,,
0.0297,U3_1,"	M0540064PI27407904E",,,,,,,
0.0288,U3_1,"	M0540064PI27407904B",,,,,,,
0.0267,U3_1,"	M0540064PI27407903P",,,,,,,
0.0272,U3_1,"	M0540064PI27407902E",,,,,,,
0.0276,U3_1,"	M0540064PI27407902C",,,,,,,
0.0276,U3_1,"	M0540064PI27407902D",,,,,,,
0.028,U3_1,"	M0540064PI27407902A",,,,,,,
0.0278,U3_1,"	M0540064PI27407904J",,,,,,,
0.0315,U3_1,"	M0540064PI274079021",,,,,,,
0.0283,U3_1,"	M0540064PI27407904K",,,,,,,
0.0278,U3_1,"	M0540064PI27407904M",,,,,,,
0.0271,U3_1,"	M0540064PI27407904N",,,,,,,
0.029,U3_1,"	M0540064PI27407904G",,,,,,,
0.0284,U3_1,"	M0540064PI27407904H",,,,,,,
0.0286,U3_1,"	M0540064PI27407900J",,,,,,,
0.0286,U3_1,"	M0540064PI27407901D",,,,,,,
0.0284,U3_1,"	M0540064PI274079022",,,,,,,
0.0267,U3_1,"	M0540064PI274079026",,,,,,,
0.0264,U3_1,"	M0540064PI274079045",,,,,,,
0.0283,U3_1,"	M0540064PI27407904C",,,,,,,
0.0271,U3_1,"	M0540064PI27407904A",,,,,,,
0.025,U3_1,"	M0540064PI27407902K",,,,,,,
0.0269,U3_1,"	M0540064PI27407902L",,,,,,,
0.0286,U3_1,"	M0540064PI27407902J",,,,,,,
0.0285,U3_1,"	M0540064PI27407902V",,,,,,,
0.0266,U3_1,"	M0540064PI27407904F",,,,,,,
0.0277,U3_1,"	M0540064PI274079048",,,,,,,
0.0272,U3_1,"	M0540064PI274079042",,,,,,,
0.028,U3_1,"	M0540064PI274079040",,,,,,,
0.0278,U3_1,"	M0540064PI274079047",,,,,,,
0.0274,U3_1,"	M0540064PI274079043",,,,,,,
0.0275,U3_1,"	M0540064PI27407903Y",,,,,,,
0.0278,U3_1,"	M0540064PI274079046",,,,,,,
0.0281,U3_1,"	M0540064PI27407903U",,,,,,,
0.0276,U3_1,"	M0540064PI27407903R",,,,,,,
0.0279,U3_1,"	M0540064PI27407901Z",,,,,,,
0.0286,U3_1,"	M0540064PI27407903K",,,,,,,
0.0269,U3_1,"	M0540064PI27407903C",,,,,,,
0.0287,U3_1,"	M0540064PI27407903F",,,,,,,
0.0289,U3_1,"	M0540064PI27407903D",,,,,,,
0.0274,U3_1,"	M0540064PI27407902R",,,,,,,
0.027,U3_1,"	M0540064PI274079044",,,,,,,
0.0292,U3_1,"	M0540064PI27407901S",,,,,,,
0.0271,U3_1,"	M0540064PI27407900A",,,,,,,
0.0279,U3_1,"	M0540064PI27407902Y",,,,,,,
0.0296,U3_1,"	M0540064PI27407900F",,,,,,,
0.03,U3_1,"	M0540064PI27407901E",,,,,,,
0.0288,U3_1,"	M0540064PI27407901F",,,,,,,
0.0291,U3_1,"	M0540064PI27407900W",,,,,,,
0.0283,U3_1,"	M0540064PI27407900Y",,,,,,,
0.0284,U3_1,"	M0540064PI27407900D",,,,,,,
0.0282,U3_1,"	M0540064PI27407901G",,,,,,,
0.0326,U3_1,"	M0540064PI27407900B",,,,,,,
0.0296,U3_1,"	M0540064PI27407900C",,,,,,,
0.032,U3_1,"	M0540064PI274079001",,,,,,,
0.0262,U3_1,"	M0540064PI27407900Z",,,,,,,
0.0287,U3_1,"	M0540064PI274079013",,,,,,,
0.0284,U3_1,"	M0540064PI27407900H",,,,,,,
0.0264,U3_1,"	M0540064PI274079017",,,,,,,
0.0273,U3_1,"	M0540064PI274079012",,,,,,,
0.0273,U3_1,"	M0540064PI274079010",,,,,,,
0.0276,U3_1,"	M0540064PI274079009",,,,,,,
0.0282,U3_1,"	M0540064PI27407901K",,,,,,,
0.028,U3_1,"	M0540064PI274079008",,,,,,,
0.0278,U3_1,"	M0540064PI274079007",,,,,,,
0.0278,U3_1,"	M0540064PI274079016",,,,,,,
0.0284,U3_1,"	M0540064PI274079003",,,,,,,
0.0275,U3_1,"	M0540064PI274079011",,,,,,,
0.0291,U3_1,"	M0540064PI27407900E",,,,,,,
0.0276,U3_1,"	M0540064PI27407900N",,,,,,,
0.0289,U3_1,"	M0540064PI274079033",,,,,,,
0.0292,U3_1,"	M0540064PI27407902X",,,,,,,
0.0298,U3_1,"	M0540064PI27407902U",,,,,,,
0.0279,U3_1,"	M0540064PI27407902N",,,,,,,
0.0276,U3_1,"	M0540064PI27407901X",,,,,,,
0.0276,U3_1,"	M0540064PI27407901W",,,,,,,
0.0293,U3_1,"	M0540064PI274079028",,,,,,,
0.0293,U3_1,"	M0540064PI27407901V",,,,,,,
0.03,U3_1,"	M0540064PI274079019",,,,,,,
0.0273,U3_1,"	M0540064PI27407901M",,,,,,,
0.0303,U3_1,"	M0540064PI27407901P",,,,,,,
0.0291,U3_1,"	M0540064PI27407901U",,,,,,,
0.0283,U3_1,"	M0540064PI274079020",,,,,,,
0.0271,U3_1,"	M0540064PI27407900S",,,,,,,
0.0278,U3_1,"	M0540064PI27407900V",,,,,,,
0.0282,U3_1,"	M0540064PI27407901L",,,,,,,
0.0301,U3_1,"	M0540064PI274079023",,,,,,,
0.0291,U3_1,"	M0540064PI27407901N",,,,,,,
0.0289,U3_1,"	M0540064PI27407901J",,,,,,,
0.0278,U3_1,"	M0540064PI27407901R",,,,,,,
0.03,U3_1,"	M0540064PI27407902T",,,,,,,
0.0281,U3_1,"	M0540064PI274079025",,,,,,,
0.028,U3_1,"	M0540064PI27407902S",,,,,,,
0.0305,U3_1,"	M0540064PI27407902M",,,,,,,
0.0269,U3_1,"	M0540064PI27407904D",,,,,,,
0.0281,U3_1,"	M0540064PI27407903Z",,,,,,,
0.0286,U3_1,"	M0540064PI274079029",,,,,,,
0.0284,U3_1,"	M0540064PI27407901C",,,,,,,
0.0294,U3_1,"	M0540064PI274079036",,,,,,,
0.0283,U3_1,"	M0540064PI274079049",,,,,,,
0.0323,U3_1,"	M0540064PI27407904E",,,,,,,
0.028,U3_1,"	M0540064PI27407904B",,,,,,,
0.0282,U3_1,"	M0540064PI27407903P",,,,,,,
0.0293,U3_1,"	M0540064PI27407902E",,,,,,,
0.0282,U3_1,"	M0540064PI27407902C",,,,,,,
0.0271,U3_1,"	M0540064PI27407902D",,,,,,,
0.0299,U3_1,"	M0540064PI27407902A",,,,,,,
0.0268,U3_1,"	M0540064PI27407904J",,,,,,,
0.032,U3_1,"	M0540064PI274079021",,,,,,,
0.0289,U3_1,"	M0540064PI27407904K",,,,,,,
0.0283,U3_1,"	M0540064PI27407904M",,,,,,,
0.0277,U3_1,"	M0540064PI27407904N",,,,,,,
0.0293,U3_1,"	M0540064PI27407904G",,,,,,,
0.0293,U3_1,"	M0540064PI27407904H",,,,,,,
0.0286,U3_1,"	M0540064PI27407900J",,,,,,,
0.0296,U3_1,"	M0540064PI27407901D",,,,,,,
0.0281,U3_1,"	M0540064PI274079022",,,,,,,
0.0279,U3_1,"	M0540064PI274079026",,,,,,,
0.0296,U3_1,"	M0540064PI274079045",,,,,,,
0.0284,U3_1,"	M0540064PI27407904C",,,,,,,
0.0285,U3_1,"	M0540064PI27407904A",,,,,,,
0.0262,U3_1,"	M0540064PI27407902K",,,,,,,
0.0278,U3_1,"	M0540064PI27407902L",,,,,,,
0.03,U3_1,"	M0540064PI27407902J",,,,,,,
0.0303,U3_1,"	M0540064PI27407902V",,,,,,,
0.029,U3_1,"	M0540064PI27407904F",,,,,,,
0.028,U3_1,"	M0540064PI274079048",,,,,,,
0.0281,U3_1,"	M0540064PI274079042",,,,,,,
0.0288,U3_1,"	M0540064PI274079040",,,,,,,
0.029,U3_1,"	M0540064PI274079047",,,,,,,
0.0284,U3_1,"	M0540064PI274079043",,,,,,,
0.0294,U3_1,"	M0540064PI27407903Y",,,,,,,
0.029,U3_1,"	M0540064PI274079046",,,,,,,
0.0294,U3_1,"	M0540064PI27407903U",,,,,,,
0.0291,U3_1,"	M0540064PI27407903R",,,,,,,
0.0284,U3_1,"	M0540064PI27407901Z",,,,,,,
0.0287,U3_1,"	M0540064PI27407903K",,,,,,,
0.0292,U3_1,"	M0540064PI27407903C",,,,,,,
0.0278,U3_1,"	M0540064PI27407903F",,,,,,,
0.0298,U3_1,"	M0540064PI27407903D",,,,,,,
0.0287,U3_1,"	M0540064PI27407902R",,,,,,,
0.0288,U3_1,"	M0540064PI274079044",,,,,,,
0.0312,U3_1,"	M0540064PI27407901S",,,,,,,
0.0274,U3_1,"	M0540064PI27407900A",,,,,,,
0.0275,U3_1,"	M0540064PI27407902Y",,,,,,,
0.0275,U3_1,"	M0540064PI27407900F",,,,,,,
0.028,U3_1,"	M0540064PI27407901E",,,,,,,
0.0257,U3_1,"	M0540064PI27407901F",,,,,,,
0.0279,U3_1,"	M0540064PI27407900W",,,,,,,
